"","vote_2020","gender","race","educd","state","age","dummy_vote","stateicp"
"363","Joe Biden","female","white","Didn't graduate college","IL","60 plus",1,"illinois"
"364","Joe Biden","male","american indian or alaska native","Didn't graduate high school","OK","18 to 29",1,"oklahoma"
"365","Joe Biden","male","white","Graduated college","CA","60 plus",1,"california"
"366","Donald Trump","male","white","Graduated high school","LA","18 to 29",0,"louisiana"
"367","Donald Trump","male","white","Graduated college","FL","18 to 29",0,"florida"
"368","Donald Trump","male","white","Graduated high school","TX","45 to 55",0,"texas"
"369","Joe Biden","male","other race, nec","Didn't graduate high school","CA","18 to 29",1,"california"
"370","Joe Biden","female","black/african american","Didn't graduate college","TX","18 to 29",1,"texas"
"371","Joe Biden","male","white","Graduated college","TX","30 to 44",1,"texas"
"372","Donald Trump","female","white","Didn't graduate college","IN","45 to 55",0,"indiana"
"373","Joe Biden","male","white","Didn't graduate college","FL","30 to 44",1,"florida"
"374","Joe Biden","male","white","Graduated college","MN","30 to 44",1,"minnesota"
"375","Joe Biden","female","white","Didn't graduate college","FL","18 to 29",1,"florida"
"376","Joe Biden","female","white","Graduated college","CA","18 to 29",1,"california"
"377","Donald Trump","male","white","Didn't graduate college","WV","30 to 44",0,"west virginia"
"378","Donald Trump","male","white","Graduated college","KS","60 plus",0,"kansas"
"379","Joe Biden","female","black/african american","Graduated college","CA","18 to 29",1,"california"
"380","Joe Biden","female","white","Graduated high school","KY","60 plus",1,"kentucky"
"381","Joe Biden","female","white","Didn't graduate college","TX","18 to 29",1,"texas"
"382","Joe Biden","female","black/african american","Graduated high school","OK","30 to 44",1,"oklahoma"
"383","Donald Trump","male","white","Graduated college","NY","60 plus",0,"new york"
"384","Joe Biden","male","white","Didn't graduate college","CA","30 to 44",1,"california"
"385","Donald Trump","male","white","Graduated high school","PA","60 plus",0,"pennsylvania"
"386","Joe Biden","female","black/african american","Graduated college","WI","30 to 44",1,"wisconsin"
"387","Joe Biden","male","black/african american","Didn't graduate high school","GA","45 to 55",1,"georgia"
"388","Donald Trump","male","white","Graduated high school","OH","60 plus",0,"ohio"
"389","Joe Biden","male","white","Graduated college","NJ","30 to 44",1,"new jersey"
"390","Donald Trump","male","white","Graduated high school","FL","45 to 55",0,"florida"
"391","Donald Trump","female","black/african american","Didn't graduate high school","TX","30 to 44",0,"texas"
"392","Donald Trump","male","black/african american","Graduated college","TX","45 to 55",0,"texas"
"393","Donald Trump","male","white","Graduated high school","WV","30 to 44",0,"west virginia"
"394","Joe Biden","female","white","Graduated college","PA","30 to 44",1,"pennsylvania"
"395","Joe Biden","female","white","Didn't graduate college","NC","45 to 55",1,"north carolina"
"396","Joe Biden","male","white","Graduated college","VA","30 to 44",1,"virginia"
"397","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"398","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"399","Joe Biden","female","white","Graduated college","VA","60 plus",1,"virginia"
"400","Joe Biden","male","black/african american","Graduated high school","IL","45 to 55",1,"illinois"
"401","Donald Trump","male","white","Graduated college","NC","45 to 55",0,"north carolina"
"402","Joe Biden","male","white","Graduated college","FL","30 to 44",1,"florida"
"403","Donald Trump","female","white","Graduated college","TX","30 to 44",0,"texas"
"404","Joe Biden","female","chinese","Graduated college","MA","45 to 55",1,"massachusetts"
"405","Donald Trump","female","white","Graduated high school","GA","60 plus",0,"georgia"
"406","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"407","Donald Trump","female","white","Graduated high school","KY","45 to 55",0,"kentucky"
"408","Joe Biden","male","white","Didn't graduate college","AZ","60 plus",1,"arizona"
"409","Joe Biden","male","black/african american","Graduated college","NY","45 to 55",1,"new york"
"410","Joe Biden","female","white","Didn't graduate college","FL","60 plus",1,"florida"
"411","Joe Biden","male","white","Graduated high school","TX","30 to 44",1,"texas"
"412","Donald Trump","female","white","Graduated college","TX","18 to 29",0,"texas"
"413","Joe Biden","male","white","Graduated high school","WI","30 to 44",1,"wisconsin"
"414","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"415","Joe Biden","male","white","Graduated college","CA","18 to 29",1,"california"
"416","Joe Biden","male","white","Graduated college","FL","30 to 44",1,"florida"
"417","Joe Biden","female","white","Graduated high school","ID","30 to 44",1,"idaho"
"418","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"419","Joe Biden","female","black/african american","Graduated college","CT","18 to 29",1,"connecticut"
"420","Joe Biden","male","white","Graduated college","NC","30 to 44",1,"north carolina"
"421","Joe Biden","female","other race, nec","Graduated college","CA","18 to 29",1,"california"
"422","Joe Biden","female","white","Didn't graduate college","CA","60 plus",1,"california"
"423","Donald Trump","male","white","Graduated high school","IA","45 to 55",0,"iowa"
"424","Joe Biden","female","other asian or pacific islander","Graduated college","NJ","30 to 44",1,"new jersey"
"425","Donald Trump","male","white","Graduated high school","UT","30 to 44",0,"utah"
"426","Joe Biden","female","white","Graduated college","CA","18 to 29",1,"california"
"427","Joe Biden","male","black/african american","Graduated college","CT","60 plus",1,"connecticut"
"428","Joe Biden","female","white","Graduated college","NV","45 to 55",1,"nevada"
"429","Donald Trump","male","white","Graduated high school","OH","60 plus",0,"ohio"
"430","Joe Biden","female","white","Didn't graduate college","MN","18 to 29",1,"minnesota"
"431","Joe Biden","male","white","Graduated college","CA","18 to 29",1,"california"
"432","Joe Biden","female","white","Graduated college","KY","60 plus",1,"kentucky"
"433","Donald Trump","female","white","Graduated high school","CA","18 to 29",0,"california"
"434","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"435","Donald Trump","female","other race, nec","Graduated college","FL","18 to 29",0,"florida"
"436","Donald Trump","male","white","Graduated college","TX","60 plus",0,"texas"
"437","Donald Trump","female","white","Graduated college","CA","45 to 55",0,"california"
"438","Joe Biden","female","white","Graduated college","OR","18 to 29",1,"oregon"
"439","Donald Trump","male","other asian or pacific islander","Graduated college","NJ","30 to 44",0,"new jersey"
"440","Donald Trump","female","white","Didn't graduate high school","IA","30 to 44",0,"iowa"
"441","Joe Biden","female","other race, nec","Graduated college","CA","18 to 29",1,"california"
"442","Donald Trump","male","white","Graduated college","AR","60 plus",0,"arkansas"
"443","Joe Biden","female","white","Graduated college","FL","18 to 29",1,"florida"
"444","Joe Biden","female","other race, nec","Graduated high school","NJ","30 to 44",1,"new jersey"
"445","Joe Biden","female","white","Graduated college","CA","60 plus",1,"california"
"446","Donald Trump","male","white","Didn't graduate college","SC","45 to 55",0,"south carolina"
"447","Donald Trump","male","white","Graduated college","TX","60 plus",0,"texas"
"448","Donald Trump","female","white","Didn't graduate college","TX","60 plus",0,"texas"
"449","Donald Trump","male","white","Graduated college","NY","18 to 29",0,"new york"
"450","Donald Trump","male","white","Graduated high school","AZ","60 plus",0,"arizona"
"451","Donald Trump","male","white","Graduated college","IN","30 to 44",0,"indiana"
"452","Joe Biden","female","other race, nec","Graduated high school","NJ","18 to 29",1,"new jersey"
"453","Donald Trump","female","white","Graduated college","CA","30 to 44",0,"california"
"454","Joe Biden","female","white","Graduated college","NC","60 plus",1,"north carolina"
"455","Donald Trump","male","white","Didn't graduate college","TX","30 to 44",0,"texas"
"456","Donald Trump","male","white","Graduated college","CA","45 to 55",0,"california"
"457","Joe Biden","female","white","Graduated college","LA","30 to 44",1,"louisiana"
"458","Joe Biden","male","white","Graduated college","NJ","60 plus",1,"new jersey"
"459","Donald Trump","male","white","Graduated college","MT","60 plus",0,"montana"
"460","Donald Trump","male","white","Graduated high school","OH","30 to 44",0,"ohio"
"461","Donald Trump","male","white","Didn't graduate high school","CA","18 to 29",0,"california"
"462","Donald Trump","male","white","Graduated college","MN","60 plus",0,"minnesota"
"463","Joe Biden","male","black/african american","Didn't graduate college","KS","18 to 29",1,"kansas"
"464","Donald Trump","male","white","Graduated college","MD","30 to 44",0,"maryland"
"465","Joe Biden","female","other asian or pacific islander","Graduated college","AL","30 to 44",1,"alabama"
"466","Joe Biden","female","white","Graduated college","MN","45 to 55",1,"minnesota"
"467","Joe Biden","male","black/african american","Didn't graduate college","CA","30 to 44",1,"california"
"468","Joe Biden","female","white","Graduated high school","TX","45 to 55",1,"texas"
"469","Joe Biden","female","black/african american","Didn't graduate college","MD","60 plus",1,"maryland"
"470","Donald Trump","male","white","Didn't graduate high school","AL","30 to 44",0,"alabama"
"471","Joe Biden","male","white","Didn't graduate college","FL","60 plus",1,"florida"
"472","Joe Biden","female","other asian or pacific islander","Graduated college","CA","18 to 29",1,"california"
"473","Joe Biden","male","other race, nec","Graduated college","TX","30 to 44",1,"texas"
"474","Donald Trump","female","white","Graduated college","AR","18 to 29",0,"arkansas"
"475","Joe Biden","female","chinese","Graduated high school","CA","18 to 29",1,"california"
"476","Donald Trump","female","white","Graduated college","IL","45 to 55",0,"illinois"
"477","Joe Biden","male","other race, nec","Graduated high school","NJ","18 to 29",1,"new jersey"
"478","Joe Biden","male","white","Graduated college","NY","45 to 55",1,"new york"
"479","Donald Trump","female","black/african american","Graduated college","MA","60 plus",0,"massachusetts"
"480","Donald Trump","female","white","Didn't graduate college","FL","30 to 44",0,"florida"
"481","Joe Biden","female","white","Didn't graduate college","NJ","18 to 29",1,"new jersey"
"482","Donald Trump","male","white","Didn't graduate high school","TX","30 to 44",0,"texas"
"483","Donald Trump","male","white","Graduated college","SD","30 to 44",0,"south dakota"
"484","Donald Trump","male","white","Didn't graduate college","WI","45 to 55",0,"wisconsin"
"485","Joe Biden","female","black/african american","Graduated college","CA","18 to 29",1,"california"
"486","Donald Trump","male","other race, nec","Didn't graduate high school","TX","18 to 29",0,"texas"
"487","Donald Trump","female","other race, nec","Didn't graduate college","MN","18 to 29",0,"minnesota"
"488","Joe Biden","male","white","Graduated college","NV","18 to 29",1,"nevada"
"489","Joe Biden","female","white","Graduated college","IL","18 to 29",1,"illinois"
"490","Joe Biden","male","black/african american","Graduated high school","GA","45 to 55",1,"georgia"
"491","Donald Trump","male","white","Graduated college","AL","60 plus",0,"alabama"
"492","Joe Biden","female","white","Graduated high school","NY","60 plus",1,"new york"
"493","Joe Biden","female","white","Graduated college","KS","60 plus",1,"kansas"
